school_name,njcaa_season,division,team_id,season
Coastal Alabama - Brewton,2013-14,div1,jeffersondaviscommunitycollege,2014
John A. Logan,2013-14,div1,johnalogancollege,2014
Johnson County,2013-14,div1,johnsoncountycommunitycollege,2014
Kansas City Kansas,2013-14,div1,kansascitykansascommunitycollege,2014
Kaskaskia,2013-14,div1,kaskaskiacollege,2014
Kishwaukee,2013-14,div1,kishwaukeecollege,2014
Labette,2013-14,div1,labettecommunitycollege,2014
Lake Land,2013-14,div1,lakelandcollege,2014
Lake-Sumter State,2013-14,div1,lakesumterstatecollege,2014
Lamar,2013-14,div1,lamarcommunitycollege,2014
Laredo,2013-14,div1,laredocommunitycollege,2014
Lawson State,2013-14,div1,lawsonstatecommunitycollege,2014
Lincoln Trail,2013-14,div1,lincolntrailcollege,2014
Louisburg,2013-14,div1,louisburgcollege,2014
Luna,2013-14,div1,lunacommunitycollege,2014
Lurleen B. Wallace,2013-14,div1,lurleenbwallacecommunitycollege,2014
Marion Military,2013-14,div1,marionmilitaryinstitute,2014
Marshalltown,2013-14,div1,marshalltowncommunitycollege,2014
MCC-Maple Woods,2013-14,div1,mccmaplewoods,2014
McCook,2013-14,div1,mccookcommunitycollege,2014
McLennan,2013-14,div1,mclennancommunitycollege,2014
Meridian,2013-14,div1,meridiancommunitycollege,2014
Miami Dade,2013-14,div1,miamidadecollege,2014
Middle Georgia State,2013-14,div1,middlegeorgiastatecollege,2014
Midland,2013-14,div1,midlandcollege,2014
Mineral Area,2013-14,div1,mineralareacollege,2014
Monroe College,2013-14,div1,monroecollege,2014
Motlow State,2013-14,div1,motlowstatecommunitycollege,2014
Muscatine,2013-14,div1,muscatinecommunitycollege,2014
Navarro,2013-14,div1,navarrocollege,2014
Neosho County,2013-14,div1,neoshocountycommunitycollege,2014
New Mexico,2013-14,div1,newmexicojuniorcollege,2014
New Mexico Military,2013-14,div1,newmexicomilitaryinstitute,2014
North Central Missouri,2013-14,div1,northcentralmissouricollege,2014
North Central Texas,2013-14,div1,northcentraltexascollege,2014
Northeastern,2013-14,div1,northeasternjuniorcollege,2014
Northeastern Oklahoma A&M,2013-14,div1,northeasternoklahomaamcollege,2014
Northeast Texas,2013-14,div1,northeasttexascommunitycollege,2014
Northwest Florida State,2013-14,div1,northwestfloridastatecollege,2014
Odessa,2013-14,div1,odessacollege,2014
Olive-Harvey,2013-14,div1,oliveharveycollege,2014
Olney Central,2013-14,div1,olneycentralcollege,2014
Otero,2013-14,div1,oterojuniorcollege,2014
Palm Beach State,2013-14,div1,palmbeachstatecollege,2014
Panola,2013-14,div1,panolacollege,2014
Paris,2013-14,div1,parisjuniorcollege,2014
Pensacola State,2013-14,div1,pensacolastatecollege,2014
Pima,2013-14,div1,pimacommunitycollege,2014
Pitt,2013-14,div1,pittcommunitycollege,2014
Polk State,2013-14,div1,polkstatecollege,2014
Potomac State,2013-14,div1,potomacstatecollegeofwvu,2014
Pratt,2013-14,div1,prattcommunitycollege,2014
Ranger,2013-14,div1,rangercollege,2014
Rend Lake,2013-14,div1,rendlakecollege,2014
Roane State,2013-14,div1,roanestatecommunitycollege,2014
Rose State,2013-14,div1,rosestatecollege,2014
Salt Lake,2013-14,div1,saltlakecommunitycollege,2014
San Jacinto-North,2013-14,div1,sanjacintocollegenorth,2014
Santa Fe,2013-14,div1,santafecollege,2014
Seminole State (OK),2013-14,div1,seminolestatecollege,2014
Seminole State (FL),2013-14,div1,seminolestatecollegeofflorida,2014
Seward County,2013-14,div1,sewardcountycommunitycollege,2014
Shawnee,2013-14,div1,shawneecommunitycollege,2014
Shelton State,2013-14,div1,sheltonstatecommunitycollege,2014
Snead State,2013-14,div1,sneadstatecommunitycollege,2014
Southeastern Illinois,2013-14,div1,southeasternillinoiscollege,2014
Southern Union State,2013-14,div1,southernunionstatecommunitycollege,2014
South Florida State,2013-14,div1,southfloridastatecollege,2014
South Georgia State,2013-14,div1,southgeorgiastatecollege,2014
South Mountain,2013-14,div1,southmountaincommunitycollege,2014
South Suburban,2013-14,div1,southsuburbancollege,2014
Southwestern Illinois,2013-14,div1,southwesternillinoiscollege,2014
Southwest Tennessee,2013-14,div1,southwesttennesseecommunitycollege,2014
Spartanburg Methodist,2013-14,div1,spartanburgmethodist,2014
State College of Florida,2013-14,div1,statecollegeoffloridamanateesaraso,2014
St. Charles,2013-14,div1,stcharlescommunitycollege,2014
St. Johns River State,2013-14,div1,stjohnsriverstatecollege,2014
St. Louis,2013-14,div1,stlouiscommunitycollege,2014
St. Petersburg,2013-14,div1,stpetersburgcollege,2014
Tallahassee,2013-14,div1,tallahasseecommunitycollege,2014
Temple,2013-14,div1,templecollege,2014
Three Rivers,2013-14,div1,threeriverscommunitycollegemo,2014
Trinidad State,2013-14,div1,trinidadstatejuniorcollege,2014
Triton,2013-14,div1,tritoncollege,2014
USC Lancaster,2013-14,div1,usclancaster,2014
USC Salkehatchie,2013-14,div1,uscsalkehatchie,2014
USC Sumter,2013-14,div1,uscsumter,2014
Vernon,2013-14,div1,vernoncollege,2014
Volunteer State,2013-14,div1,volunteerstatecommunitycollege,2014
Wabash Valley,2013-14,div1,wabashvalleycollege,2014
Wallace-Dothan,2013-14,div1,wallacecommunitycollegedothan,2014
Wallace-Selma,2013-14,div1,wallacecommunitycollegeselma,2014
Wallace State,2013-14,div1,wallacestatecommunitycollegehancevil,2014
Walters State,2013-14,div1,waltersstatecommunitycollege,2014
Weatherford,2013-14,div1,weatherfordcollege,2014
Western Nebraska,2013-14,div1,westernnebraskacommunitycollege,2014
Western Nevada,2013-14,div1,westernnevadacollege,2014
Western Texas,2013-14,div1,westerntexascollege,2014
West Georgia Tech,2013-14,div1,westgeorgiatechnicalcollege,2014
Wharton County,2013-14,div1,whartoncountyjuniorcollege,2014
Yavapai,2013-14,div1,yavapaicollege,2014
Allegany Maryland,2013-14,div2,alleganycollegeofmaryland,2014
Marian-Ancilla,2013-14,div2,ancillacollege,2014
Anne Arundel,2013-14,div2,annearundelcommunitycollege,2014
Bismarck State,2013-14,div2,bismarckstatecollege,2014
Black Hawk-Moline,2013-14,div2,blackhawkcollegemoline,2014
Brown Mackie,2013-14,div2,brownmackiecollege,2014
Brunswick,2013-14,div2,brunswickcommunitycollege,2014
Rowan Burlington,2013-14,div2,burlingtoncountycollege,2014
Carl Albert State,2013-14,div2,carlalbertstatecollege,2014
Carl Sandburg,2013-14,div2,carlsandburgcollege,2014
Catawba Valley,2013-14,div2,catawbavalleycommunitycollege,2014
CCBC Catonsville,2013-14,div2,ccbccatonsville,2014
CCBC Dundalk,2013-14,div2,ccbcdundalk,2014
CCBC Essex,2013-14,div2,ccbcessex,2014
Cecil,2013-14,div2,cecilcollege,2014
Central Virginia Community College,2013-14,div2,centralvirginiacommunitycollege,2014
Chandler-Gilbert,2013-14,div2,chandlergilbertcommunitycollege,2014
Coahoma,2013-14,div2,coahomacommunitycollege,2014
Lake County,2013-14,div2,collegeoflakecounty,2014
Southern Maryland,2013-14,div2,collegeofsouthernmaryland,2014
The Albemarle,2013-14,div2,collegeofthealbemarle,2014
Rhode Island,2013-14,div2,communitycollegeofrhodeisland,2014
Copiah-Lincoln,2013-14,div2,copiahlincolncommunitycollege,2014
Morris,2013-14,div2,countycollegeofmorris,2014
Cuyahoga,2013-14,div2,cuyahogacommunitycollege,2014
Dakota,2013-14,div2,dakotacollegeatbottineau,2014
Dakota County Tech,2013-14,div2,dakotacountytechnicalcollege,2014
Danville Area,2013-14,div2,danvilleareacommunitycollege,2014
Danville,2013-14,div2,danvillecommunitycollege,2014
Dawson,2013-14,div2,dawsoncommunitycollege,2014
Dean,2013-14,div2,deancollege,2014
Delaware Tech-Owens,2013-14,div2,delawaretechnicalcommunitycollege,2014
Delta,2013-14,div2,deltacollege,2014
Des Moines Area,2013-14,div2,desmoinesareacommunitycollege,2014
Dutchess,2013-14,div2,dutchesscommunitycollege,2014
East Central (MS),2013-14,div2,eastcentralcommunitycollege,2014
East Mississippi,2013-14,div2,eastmississippicommunitycollege,2014
Elgin,2013-14,div2,elgincommunitycollege,2014
Ellsworth,2013-14,div2,ellsworthcommunitycollege,2014
Frederick,2013-14,div2,frederickcommunitycollege,2014
Garrett,2013-14,div2,garrettcollege,2014
GateWay (AZ),2013-14,div2,gatewaycommunitycollegeaz,2014
Genesee,2013-14,div2,geneseecommunitycollege,2014
Glendale,2013-14,div2,glendalecommunitycollege,2014
Glen Oaks,2013-14,div2,glenoakscommunitycollege,2014
Grand Rapids,2013-14,div2,grandrapidscommunitycollege,2014
Heartland,2013-14,div2,heartlandcommunitycollege,2014
Henry Ford,2013-14,div2,henryfordcommunitycollege,2014
Hesston,2013-14,div2,hesstoncollege,2014
Highland (IL),2013-14,div2,highlandcommunitycollegeillinois,2014
Hinds,2013-14,div2,hindscommunitycollege,2014
Holmes,2013-14,div2,holmescommunitycollege,2014
Illinois Central,2013-14,div2,illinoiscentralcollege,2014
Iowa Central,2013-14,div2,iowacentralcommunitycollege,2014
Iowa Lakes,2013-14,div2,iowalakescommunitycollege,2014
Itawamba,2013-14,div2,itawambacommunitycollege,2014
Jackson,2013-14,div2,jacksoncollege,2014
John Wood,2013-14,div2,johnwoodcommunitycollege,2014
Jones,2013-14,div2,jonescollege,2014
Kalamazoo Valley,2013-14,div2,kalamazoovalleycommunitycollege,2014
Kankakee,2013-14,div2,kankakeecommunitycollege,2014
Kellogg,2013-14,div2,kelloggcommunitycollege,2014
Kirkwood,2013-14,div2,kirkwoodcommunitycollege,2014
Lackawanna,2013-14,div2,lackawannacollege,2014
Lakeland,2013-14,div2,lakelandcommunitycollege,2014
Lake Michigan,2013-14,div2,lakemichigancollege,2014
Lake Region State,2013-14,div2,lakeregionstatecollege,2014
Lansing,2013-14,div2,lansingcommunitycollege,2014
Lenoir,2013-14,div2,lenoircommunitycollege,2014
Lewis & Clark,2013-14,div2,lewisclarkcommunitycollege,2014
Lincoln,2013-14,div2,lincolncollege,2014
Lincoln Land,2013-14,div2,lincolnlandcommunitycollege,2014
LSU Eunice,2013-14,div2,louisianastateuniversityeunice,2014
Macomb,2013-14,div2,macombcommunitycollege,2014
Madison,2013-14,div2,madisoncollege,2014
MCC-Longview,2013-14,div2,mcclongview,2014
McHenry County,2013-14,div2,mchenrycountycollege,2014
Mercer County,2013-14,div2,mercercountycommunitycollege,2014
Mercyhurst North East,2013-14,div2,mercyhurstnortheast,2014
Mesa,2013-14,div2,mesacommunitycollege,2014
Miles,2013-14,div2,milescommunitycollege,2014
Mississippi Delta,2013-14,div2,mississippideltacommunitycollege,2014
Mississippi Gulf Coast,2013-14,div2,mississippigulfcoastcommunitycollege,2014
Monroe CC,2013-14,div2,monroecommunitycollege,2014
Moraine Valley,2013-14,div2,morainevalleycommunitycollege,2014
Morton,2013-14,div2,mortoncollege,2014
Mott,2013-14,div2,mottcommunitycollege,2014
Murray State,2013-14,div2,murraystatecollege,2014
Muskegon,2013-14,div2,muskegoncommunitycollege,2014
New River,2013-14,div2,newrivercommunitycollege,2014
Northeast Mississippi,2013-14,div2,northeastmississippicommunitycollege,2014
Northern Oklahoma Enid,2013-14,div2,northernoklahomacollegeenid,2014
Northern Oklahoma Tonkawa,2013-14,div2,northernoklahomacollegetonkawa,2014
North Iowa Area,2013-14,div2,northiowaareacommunitycollege,2014
Northwest Mississippi,2013-14,div2,northwestmississippicommunitycollege,2014
Oakton,2013-14,div2,oaktoncommunitycollege,2014
Orange County,2013-14,div2,orangecountycommunitycollege,2014
Owens,2013-14,div2,owenscommunitycollege,2014
Paradise Valley,2013-14,div2,paradisevalleycommunitycollege,2014
Parkland,2013-14,div2,parklandcollege,2014
Pasco-Hernando State,2013-14,div2,pascohernandocommunitycollege,2014
Patrick & Henry,2013-14,div2,patrickhenrycommunitycollege,2014
Pearl River,2013-14,div2,pearlrivercommunitycollege,2014
Phoenix,2013-14,div2,phoenixcollege,2014
Prairie State,2013-14,div2,prairiestatecollege,2014
Rappahannock Community College,2013-14,div2,rappahannockcommunitycollege,2014
Raritan Valley,2013-14,div2,raritanvalleycommunitycollege,2014
Redlands,2013-14,div2,redlandscommunitycollege,2014
Rockingham,2013-14,div2,rockinghamcommunitycollege,2014
Rockland,2013-14,div2,rocklandcommunitycollege,2014
Salem,2013-14,div2,salemcommunitycollege,2014
Sauk Valley,2013-14,div2,saukvalleycommunitycollege,2014
Scottsdale,2013-14,div2,scottsdalecommunitycollege,2014
Sinclair,2013-14,div2,sinclaircommunitycollege,2014
Southeast,2013-14,div2,southeastcommunitycollege,2014
Southeastern,2013-14,div2,southeasterncommunitycollege,2014
Southeastern-Whiteville,2013-14,div2,southeasterncommunitycollegewhitevill,2014
Southwestern,2013-14,div2,southwesterncommunitycollege,2014
Southwest Mississippi,2013-14,div2,southwestmississippicommunitycollege,2014
Spoon River,2013-14,div2,spoonrivercollege,2014
St. Clair County,2013-14,div2,stclaircountycommunitycollege,2014
Sullivan County,2013-14,div2,sullivancountycommunitycollege,2014
Surry,2013-14,div2,surrycommunitycollege,2014
Sussex County,2013-14,div2,sussexcountycommunitycollege,2014
Ulster County,2013-14,div2,ulstercountycommunitycollege,2014
UConn Avery Point,2013-14,div2,universityofconnecticutataverypoint,2014
Utah State Eastern,2013-14,div2,utahstateeastern,2014
Vincennes,2013-14,div2,vincennesuniversity,2014
Wake Tech,2013-14,div2,waketechnicalcommunitycollege,2014
Wentworth Military,2013-14,div2,wentworthmilitaryacademy,2014
Westchester,2013-14,div2,westchestercommunitycollege,2014
Western Oklahoma State,2013-14,div2,westernoklahomastatecollege,2014
Williston State,2013-14,div2,willistonstatecollege,2014
Anne Arundel,2013-14,div3,annearundelcommunitycollege,2014
Anoka-Ramsey,2013-14,div3,anokaramseycommunitycollege,2014
Atlantic Cape,2013-14,div3,atlanticcapecommunitycollege,2014
Bergen,2013-14,div3,bergencommunitycollege,2014
Borough of Manhattan,2013-14,div3,boroughofmanhattancommunitycollege,2014
Bronx,2013-14,div3,bronxcommunitycollege,2014
Brookdale,2013-14,div3,brookdalecommunitycollege,2014
Dallas College - Brookhaven,2013-14,div3,brookhavencollege,2014
SUNY Broome,2013-14,div3,broomecommunitycollege,2014
Bucks County,2013-14,div3,buckscountycommunitycollege,2014
Bunker Hill,2013-14,div3,bunkerhillcommunitycollege,2014
Butler County,2013-14,div3,butlercountycommunitycollegepa,2014
Camden County,2013-14,div3,camdencountycollege,2014
Allegheny County-Boyce,2013-14,div3,ccofalleghenycountyboyce,2014
Allegheny County-South,2013-14,div3,ccofalleghenycountysouth,2014
Dallas College - Cedar Valley,2013-14,div3,cedarvalleycollege,2014
Central Lakes,2013-14,div3,centrallakescollegebrainerd,2014
Century,2013-14,div3,centurycollege,2014
Clinton (NY),2013-14,div3,clintoncommunitycollege,2014
Coastal Bend,2013-14,div3,coastalbendcollege,2014
DuPage,2013-14,div3,collegeofdupage,2014
Columbia-Greene,2013-14,div3,columbiagreenecommunitycollege,2014
Philadelphia,2013-14,div3,communitycollegeofphiladelphia,2014
Corning,2013-14,div3,corningcommunitycollege,2014
RCSJ Cumberland,2013-14,div3,cumberlandcountycollege,2014
Delaware County,2013-14,div3,delawarecountycommunitycollege,2014
Dallas College - Eastfield,2013-14,div3,eastfieldcollege,2014
Erie,2013-14,div3,eriecommunitycollege,2014
Finger Lakes,2013-14,div3,fingerlakescommunitycollege,2014
Fond du Lac Tribal & CC,2013-14,div3,fonddulactribalcommunitycollege,2014
Fulton-Montgomery,2013-14,div3,fultonmontgomerycommunitycollege,2014
RCSJ Gloucester,2013-14,div3,gloucestercountycollege,2014
Harper,2013-14,div3,harpercollege,2014
Herkimer,2013-14,div3,herkimercountycommunitycollege,2014
Minnesota North College - Hibbing,2013-14,div3,hibbingcommunitycollege,2014
Holyoke,2013-14,div3,holyokecommunitycollege,2014
Hudson Valley,2013-14,div3,hudsonvalleycommunitycollege,2014
Illinois Valley,2013-14,div3,illinoisvalleycommunitycollege,2014
Minnesota North College - Itasca,2013-14,div3,itascacommunitycollege,2014
Jamestown,2013-14,div3,jamestowncommunitycollege,2014
Jefferson (NY),2013-14,div3,jeffersoncommunitycollege,2014
Joliet,2013-14,div3,jolietjuniorcollege,2014
Kingsborough,2013-14,div3,kingsboroughcommunitycollege,2014
Lehigh Carbon,2013-14,div3,lehighcarboncommunitycollege,2014
Lorain County,2013-14,div3,loraincountycommunitycollege,2014
Luzerne County,2013-14,div3,luzernecountycommunitycollege,2014
Massasoit,2013-14,div3,massasoitcommunitycollege,2014
MassBay,2013-14,div3,massbaycommunitycollege,2014
Minnesota North College - Mesabi Range,2013-14,div3,mesabirangectc,2014
Middlesex College,2013-14,div3,middlesexcountycollege,2014
Milwaukee Area Tech,2013-14,div3,milwaukeeareatechnicalcollege,2014
Minnesota State,2013-14,div3,minnesotastatecommunityandtechnical,2014
Minnesota West,2013-14,div3,minnesotawestcommunitytechnicalcol,2014
Mohawk Valley,2013-14,div3,mohawkvalleycommunitycollege,2014
Montgomery,2013-14,div3,montgomerycollegemd,2014
Montgomery County,2013-14,div3,montgomerycountycommunitycollegepa,2014
Dallas College - Mountain View,2013-14,div3,mountainviewcollege,2014
Nassau,2013-14,div3,nassaucommunitycollege,2014
Niagara County,2013-14,div3,niagaracountycommunitycollege,2014
Northampton,2013-14,div3,northamptoncommunitycollege,2014
North Arkansas,2013-14,div3,northarkansascollege,2014
Northern Essex,2013-14,div3,northernessexcommunitycollege,2014
Dallas College - North Lake,2013-14,div3,northlakecollege,2014
Northland,2013-14,div3,northlandcommunitytechnicalcollege,2014
Ocean County,2013-14,div3,oceancountycollege,2014
Onondaga,2013-14,div3,onondagacommunitycollege,2014
Prince George's,2013-14,div3,princegeorgescommunitycollege,2014
Queensborough,2013-14,div3,queensboroughcommunitycollege,2014
Quinsigamond,2013-14,div3,quinsigamondcommunitycollege,2014
Minnesota North College - Rainy River,2013-14,div3,rainyrivercommunitycollege,2014
Dallas College - Richland,2013-14,div3,richlandcollege,2014
Ridgewater,2013-14,div3,ridgewatercollege,2014
Riverland,2013-14,div3,riverlandcommunitycollege,2014
Rochester,2013-14,div3,rochestercommunityandtechnicalcolleg,2014
Rock Valley,2013-14,div3,rockvalleycollege,2014
Roxbury,2013-14,div3,roxburycommunitycollege,2014
Schenectady County,2013-14,div3,schenectadycountycommunitycollege,2014
St. Cloud Tech,2013-14,div3,stcloudtechnicalcommunitycollege,2014
Suffolk County,2013-14,div3,suffolkcc,2014
