school_name,njcaa_season,division,team_id,season
Western Tech,2013-14,div3,westerntechnicalcollege,2014
Westmoreland,2013-14,div3,westmorelandcountycommunitycollege,2014
Abraham Baldwin,2014-15,div1,abrahambaldwinagriculturalcollege,2015
Coastal Alabama - Monroeville,2014-15,div1,alabamasoutherncommunitycollege,2015
Allen County,2014-15,div1,allencountycommunitycollege,2015
Alvin,2014-15,div1,alvincommunitycollege,2015
Andrew,2014-15,div1,andrewcollege,2015
Angelina,2014-15,div1,angelinacollege,2015
Arizona Western,2014-15,div1,arizonawesterncollege,2015
Arkansas Baptist,2014-15,div1,arkansasbaptistcollege,2015
ASA New York,2014-15,div1,asabrooklynavengers,2015
Barton,2014-15,div1,bartoncommunitycollege,2015
Baton Rouge,2014-15,div1,batonrougecommunitycollege,2015
Bishop State,2014-15,div1,bishopstatecommunitycollege,2015
Blinn,2014-15,div1,blinncollege,2015
Bossier Parish,2014-15,div1,bossierparishcommunitycollege,2015
Broward,2014-15,div1,browardcollege,2015
Butler,2014-15,div1,butlercommunitycollegeks,2015
Calhoun,2014-15,div1,calhouncommunitycollege,2015
Central Alabama,2014-15,div1,centralalabamacommunitycollege,2015
Central Arizona,2014-15,div1,centralarizonacollege,2015
Chattahoochee Valley,2014-15,div1,chattahoocheevalleycommunitycollege,2015
Chattanooga State,2014-15,div1,chattanoogastatecommunitycollege,2015
Chesapeake,2014-15,div1,chesapeakecollege,2015
Chipola,2014-15,div1,chipolacollege,2015
Cisco,2014-15,div1,ciscocollege,2015
Clarendon,2014-15,div1,clarendoncollege,2015
Cleveland State,2014-15,div1,clevelandstatecommunitycollege,2015
Cloud County,2014-15,div1,cloudcountycommunitycollege,2015
Cochise,2014-15,div1,cochisecollege,2015
Coffeyville,2014-15,div1,coffeyvillecommunitycollege,2015
Colby,2014-15,div1,colbycommunitycollege,2015
Central Florida,2014-15,div1,collegeofcentralflorida,2015
Southern Idaho,2014-15,div1,collegeofsouthernidaho,2015
Southern Nevada,2014-15,div1,collegeofsouthernnevada,2015
Colorado Northwestern,2014-15,div1,coloradonorthwesterncommunitycollege,2015
Columbia State,2014-15,div1,columbiastatecommunitycollege,2015
Connors State,2014-15,div1,connorsstatecollege,2015
Cowley,2014-15,div1,cowleycountycommunitycollege,2015
Crowder,2014-15,div1,crowdercollege,2015
Darton State,2014-15,div1,dartonstatecollege,2015
Daytona State,2014-15,div1,daytonastatecollege,2015
Delgado,2014-15,div1,delgadocommunitycollege,2015
Dodge City,2014-15,div1,dodgecitycommunitycollege,2015
Dyersburg State,2014-15,div1,dyersburgstatecommunitycollege,2015
Eastern Arizona,2014-15,div1,easternarizonacollege,2015
Eastern Florida State,2014-15,div1,easternfloridastatecollege,2015
Eastern Oklahoma State,2014-15,div1,easternoklahomastatecollege,2015
East Georgia State,2014-15,div1,eastgeorgiacollege,2015
El Paso,2014-15,div1,elpasocommunitycollege,2015
Enterprise State,2014-15,div1,enterprisestatecommunitycollege,2015
Coastal Alabama - Bay Minette,2014-15,div1,faulknerstatecommunitycollege,2015
Florence-Darlington Tech,2014-15,div1,florencedarlingtontechnicalcollege,2015
Florida State Jacksonville,2014-15,div1,floridastatecollegeatjacksonville,2015
Fort Scott,2014-15,div1,fortscottcommunitycollege,2015
Frank Phillips,2014-15,div1,frankphillipscollege,2015
Galveston,2014-15,div1,galvestoncollege,2015
Garden City,2014-15,div1,gardencitycommunitycollege,2015
Georgia Highlands,2014-15,div1,georgiahighlandscollege,2015
Georgia Perimeter,2014-15,div1,georgiaperimetercollege,2015
Gordon State,2014-15,div1,gordonstatecollege,2015
Grayson,2014-15,div1,graysoncountycollege,2015
Guilford Tech,2014-15,div1,guilfordtechnicalcommunitycollege,2015
Gulf Coast State,2014-15,div1,gulfcoaststatecollege,2015
Hagerstown,2014-15,div1,hagerstowncommunitycollege,2015
Harford,2014-15,div1,harfordcommunitycollege,2015
Highland (KS),2014-15,div1,highlandcommunitycollegekansas,2015
Hill,2014-15,div1,hillcollege,2015
Hillsborough,2014-15,div1,hillsboroughcommunitycollege,2015
Howard (TX),2014-15,div1,howardcollege,2015
Hutchinson,2014-15,div1,hutchinsoncommunitycollege,2015
Independence,2014-15,div1,independencecommunitycollege,2015
Indian Hills,2014-15,div1,indianhillscommunitycollege,2015
Indian River State,2014-15,div1,indianriverstatecollege,2015
Iowa Western,2014-15,div1,iowawesterncommunitycollege,2015
Jackson State,2014-15,div1,jacksonstatecommunitycollege,2015
Jefferson (MO),2014-15,div1,jeffersoncollege,2015
Coastal Alabama - Brewton,2014-15,div1,jeffersondaviscommunitycollege,2015
John A. Logan,2014-15,div1,johnalogancollege,2015
Johnson County,2014-15,div1,johnsoncountycommunitycollege,2015
Kansas City Kansas,2014-15,div1,kansascitykansascommunitycollege,2015
Kaskaskia,2014-15,div1,kaskaskiacollege,2015
Kishwaukee,2014-15,div1,kishwaukeecollege,2015
Labette,2014-15,div1,labettecommunitycollege,2015
Lake Land,2014-15,div1,lakelandcollege,2015
Lake-Sumter State,2014-15,div1,lakesumterstatecollege,2015
Lamar,2014-15,div1,lamarcommunitycollege,2015
Laredo,2014-15,div1,laredocommunitycollege,2015
Lawson State,2014-15,div1,lawsonstatecommunitycollege,2015
Lincoln Trail,2014-15,div1,lincolntrailcollege,2015
Lon Morris College,2014-15,div1,lonmorriscollege,2015
Louisburg,2014-15,div1,louisburgcollege,2015
Luna,2014-15,div1,lunacommunitycollege,2015
Lurleen B. Wallace,2014-15,div1,lurleenbwallacecommunitycollege,2015
Marion Military,2014-15,div1,marionmilitaryinstitute,2015
Marshalltown,2014-15,div1,marshalltowncommunitycollege,2015
MCC-Maple Woods,2014-15,div1,mccmaplewoods,2015
McCook,2014-15,div1,mccookcommunitycollege,2015
McLennan,2014-15,div1,mclennancommunitycollege,2015
Miami Dade,2014-15,div1,miamidadecollege,2015
Middle Georgia State,2014-15,div1,middlegeorgiastatecollege,2015
Midland,2014-15,div1,midlandcollege,2015
Miles,2014-15,div1,milescommunitycollege,2015
Mineral Area,2014-15,div1,mineralareacollege,2015
Monroe College,2014-15,div1,monroecollege,2015
Motlow State,2014-15,div1,motlowstatecommunitycollege,2015
Muscatine,2014-15,div1,muscatinecommunitycollege,2015
Navarro,2014-15,div1,navarrocollege,2015
Neosho County,2014-15,div1,neoshocountycommunitycollege,2015
New Mexico,2014-15,div1,newmexicojuniorcollege,2015
New Mexico Military,2014-15,div1,newmexicomilitaryinstitute,2015
North Central Missouri,2014-15,div1,northcentralmissouricollege,2015
North Central Texas,2014-15,div1,northcentraltexascollege,2015
Northeastern,2014-15,div1,northeasternjuniorcollege,2015
Northeastern Oklahoma A&M,2014-15,div1,northeasternoklahomaamcollege,2015
Northeast Texas,2014-15,div1,northeasttexascommunitycollege,2015
Northwest Florida State,2014-15,div1,northwestfloridastatecollege,2015
Odessa,2014-15,div1,odessacollege,2015
Olive-Harvey,2014-15,div1,oliveharveycollege,2015
Olney Central,2014-15,div1,olneycentralcollege,2015
Otero,2014-15,div1,oterojuniorcollege,2015
Palm Beach State,2014-15,div1,palmbeachstatecollege,2015
Panola,2014-15,div1,panolacollege,2015
Paris,2014-15,div1,parisjuniorcollege,2015
Pensacola State,2014-15,div1,pensacolastatecollege,2015
Pitt,2014-15,div1,pittcommunitycollege,2015
Polk State,2014-15,div1,polkstatecollege,2015
Potomac State,2014-15,div1,potomacstatecollegeofwvu,2015
Pratt,2014-15,div1,prattcommunitycollege,2015
Ranger,2014-15,div1,rangercollege,2015
Rend Lake,2014-15,div1,rendlakecollege,2015
Roane State,2014-15,div1,roanestatecommunitycollege,2015
Rose State,2014-15,div1,rosestatecollege,2015
Salt Lake,2014-15,div1,saltlakecommunitycollege,2015
San Jacinto-North,2014-15,div1,sanjacintocollegenorth,2015
Santa Fe,2014-15,div1,santafecollege,2015
Seminole State (OK),2014-15,div1,seminolestatecollege,2015
Seminole State (FL),2014-15,div1,seminolestatecollegeofflorida,2015
Seward County,2014-15,div1,sewardcountycommunitycollege,2015
Shawnee,2014-15,div1,shawneecommunitycollege,2015
Shelton State,2014-15,div1,sheltonstatecommunitycollege,2015
Snead State,2014-15,div1,sneadstatecommunitycollege,2015
Southeastern Illinois,2014-15,div1,southeasternillinoiscollege,2015
Southern Union State,2014-15,div1,southernunionstatecommunitycollege,2015
South Florida State,2014-15,div1,southfloridastatecollege,2015
South Georgia State,2014-15,div1,southgeorgiastatecollege,2015
South Mountain,2014-15,div1,southmountaincommunitycollege,2015
South Suburban,2014-15,div1,southsuburbancollege,2015
Southwestern Illinois,2014-15,div1,southwesternillinoiscollege,2015
Southwest Tennessee,2014-15,div1,southwesttennesseecommunitycollege,2015
Spartanburg Methodist,2014-15,div1,spartanburgmethodist,2015
State College of Florida,2014-15,div1,statecollegeoffloridamanateesaraso,2015
St. Charles,2014-15,div1,stcharlescommunitycollege,2015
St. Johns River State,2014-15,div1,stjohnsriverstatecollege,2015
St. Louis,2014-15,div1,stlouiscommunitycollege,2015
St. Petersburg,2014-15,div1,stpetersburgcollege,2015
Tallahassee,2014-15,div1,tallahasseecommunitycollege,2015
Temple,2014-15,div1,templecollege,2015
Texarkana College,2014-15,div1,texarkanacollege,2015
Three Rivers,2014-15,div1,threeriverscommunitycollegemo,2015
Trinidad State,2014-15,div1,trinidadstatejuniorcollege,2015
Triton,2014-15,div1,tritoncollege,2015
USC Lancaster,2014-15,div1,usclancaster,2015
USC Salkehatchie,2014-15,div1,uscsalkehatchie,2015
USC Sumter,2014-15,div1,uscsumter,2015
Utah State Eastern,2014-15,div1,utahstateeastern,2015
Vernon,2014-15,div1,vernoncollege,2015
Volunteer State,2014-15,div1,volunteerstatecommunitycollege,2015
Wabash Valley,2014-15,div1,wabashvalleycollege,2015
Wallace-Dothan,2014-15,div1,wallacecommunitycollegedothan,2015
Wallace-Selma,2014-15,div1,wallacecommunitycollegeselma,2015
Wallace State,2014-15,div1,wallacestatecommunitycollegehancevil,2015
Walters State,2014-15,div1,waltersstatecommunitycollege,2015
Weatherford,2014-15,div1,weatherfordcollege,2015
Western Nebraska,2014-15,div1,westernnebraskacommunitycollege,2015
Western Nevada,2014-15,div1,westernnevadacollege,2015
Western Texas,2014-15,div1,westerntexascollege,2015
West Georgia Tech,2014-15,div1,westgeorgiatechnicalcollege,2015
Wharton County,2014-15,div1,whartoncountyjuniorcollege,2015
Yavapai,2014-15,div1,yavapaicollege,2015
Allegany Maryland,2014-15,div2,alleganycollegeofmaryland,2015
Marian-Ancilla,2014-15,div2,ancillacollege,2015
Anne Arundel,2014-15,div2,annearundelcommunitycollege,2015
Bismarck State,2014-15,div2,bismarckstatecollege,2015
Black Hawk-Moline,2014-15,div2,blackhawkcollegemoline,2015
Brown Mackie,2014-15,div2,brownmackiecollege,2015
Brunswick,2014-15,div2,brunswickcommunitycollege,2015
Rowan Burlington,2014-15,div2,burlingtoncountycollege,2015
Carl Albert State,2014-15,div2,carlalbertstatecollege,2015
Carl Sandburg,2014-15,div2,carlsandburgcollege,2015
Catawba Valley,2014-15,div2,catawbavalleycommunitycollege,2015
CCBC Catonsville,2014-15,div2,ccbccatonsville,2015
CCBC Dundalk,2014-15,div2,ccbcdundalk,2015
CCBC Essex,2014-15,div2,ccbcessex,2015
Cecil,2014-15,div2,cecilcollege,2015
Central Virginia Community College,2014-15,div2,centralvirginiacommunitycollege,2015
Chandler-Gilbert,2014-15,div2,chandlergilbertcommunitycollege,2015
Clark State,2014-15,div2,clarkstatecommunitycollege,2015
Coahoma,2014-15,div2,coahomacommunitycollege,2015
Lake County,2014-15,div2,collegeoflakecounty,2015
Southern Maryland,2014-15,div2,collegeofsouthernmaryland,2015
Rhode Island,2014-15,div2,communitycollegeofrhodeisland,2015
Copiah-Lincoln,2014-15,div2,copiahlincolncommunitycollege,2015
Morris,2014-15,div2,countycollegeofmorris,2015
Cuyahoga,2014-15,div2,cuyahogacommunitycollege,2015
Dakota,2014-15,div2,dakotacollegeatbottineau,2015
Dakota County Tech,2014-15,div2,dakotacountytechnicalcollege,2015
Danville Area,2014-15,div2,danvilleareacommunitycollege,2015
Dawson,2014-15,div2,dawsoncommunitycollege,2015
Dean,2014-15,div2,deancollege,2015
Delaware Tech-Owens,2014-15,div2,delawaretechnicalcommunitycollegeowe,2015
Delta,2014-15,div2,deltacollege,2015
Des Moines Area,2014-15,div2,desmoinesareacommunitycollege,2015
Dutchess,2014-15,div2,dutchesscommunitycollege,2015
East Central (MS),2014-15,div2,eastcentralcommunitycollege,2015
East Mississippi,2014-15,div2,eastmississippicommunitycollege,2015
Elgin,2014-15,div2,elgincommunitycollege,2015
Ellsworth,2014-15,div2,ellsworthcommunitycollege,2015
Frederick,2014-15,div2,frederickcommunitycollege,2015
Garrett,2014-15,div2,garrettcollege,2015
GateWay (AZ),2014-15,div2,gatewaycommunitycollegeaz,2015
Genesee,2014-15,div2,geneseecommunitycollege,2015
Glendale,2014-15,div2,glendalecommunitycollege,2015
Glen Oaks,2014-15,div2,glenoakscommunitycollege,2015
Grand Rapids,2014-15,div2,grandrapidscommunitycollege,2015
Heartland,2014-15,div2,heartlandcommunitycollege,2015
Henry Ford,2014-15,div2,henryfordcollege,2015
Hesston,2014-15,div2,hesstoncollege,2015
Highland (IL),2014-15,div2,highlandcommunitycollegeillinois,2015
Hinds,2014-15,div2,hindscommunitycollege,2015
Holmes,2014-15,div2,holmescommunitycollege,2015
Illinois Central,2014-15,div2,illinoiscentralcollege,2015
Iowa Central,2014-15,div2,iowacentralcommunitycollege,2015
Iowa Lakes,2014-15,div2,iowalakescommunitycollege,2015
Itawamba,2014-15,div2,itawambacommunitycollege,2015
Jackson,2014-15,div2,jacksoncollege,2015
John Wood,2014-15,div2,johnwoodcommunitycollege,2015
Jones,2014-15,div2,jonescollege,2015
Kalamazoo Valley,2014-15,div2,kalamazoovalleycommunitycollege,2015
Kankakee,2014-15,div2,kankakeecommunitycollege,2015
Kellogg,2014-15,div2,kelloggcommunitycollege,2015
Kirkwood,2014-15,div2,kirkwoodcommunitycollege,2015
Lackawanna,2014-15,div2,lackawannacollege,2015
Lakeland,2014-15,div2,lakelandcommunitycollege,2015
Lake Michigan,2014-15,div2,lakemichigancollege,2015
Lake Region State,2014-15,div2,lakeregionstatecollegend,2015
Lansing,2014-15,div2,lansingcommunitycollege,2015
Lenoir,2014-15,div2,lenoircommunitycollege,2015
Lewis & Clark,2014-15,div2,lewisclarkcommunitycollege,2015
Lincoln,2014-15,div2,lincolncollege,2015
Lincoln Land,2014-15,div2,lincolnlandcommunitycollege,2015
LSU Eunice,2014-15,div2,louisianastateuniversityeunice,2015
Macomb,2014-15,div2,macombcommunitycollege,2015
Madison,2014-15,div2,madisoncollege,2015
MCC-Longview,2014-15,div2,mcclongview,2015
McHenry County,2014-15,div2,mchenrycountycollege,2015
Mercer County,2014-15,div2,mercercountycommunitycollege,2015
Mercyhurst North East,2014-15,div2,mercyhurstnortheast,2015
Meridian,2014-15,div2,meridiancommunitycollege,2015
Mesa,2014-15,div2,mesacommunitycollege,2015
Mississippi Delta,2014-15,div2,mississippideltacommunitycollege,2015
Mississippi Gulf Coast,2014-15,div2,mississippigulfcoastcommunitycollege,2015
Monroe CC,2014-15,div2,monroecommunitycollege,2015
Moraine Valley,2014-15,div2,morainevalleycommunitycollege,2015
Morton,2014-15,div2,mortoncollege,2015
Mott,2014-15,div2,mottcommunitycollege,2015
Murray State,2014-15,div2,murraystatecollege,2015
Muskegon,2014-15,div2,muskegoncommunitycollege,2015
New River,2014-15,div2,newrivercommunitycollege,2015
Northeast Mississippi,2014-15,div2,northeastmississippicommunitycollege,2015
Northern Oklahoma Enid,2014-15,div2,northernoklahomacollegeenid,2015
Northern Oklahoma Tonkawa,2014-15,div2,northernoklahomacollegetonkawa,2015
North Iowa Area,2014-15,div2,northiowaareacommunitycollege,2015
Northwest Mississippi,2014-15,div2,northwestmississippicommunitycollege,2015
Oakton,2014-15,div2,oaktoncommunitycollege,2015
Orange County,2014-15,div2,orangecountycommunitycollege,2015
Owens,2014-15,div2,owenscommunitycollege,2015
Paradise Valley,2014-15,div2,paradisevalleycommunitycollege,2015
Parkland,2014-15,div2,parklandcollege,2015
Pasco-Hernando State,2014-15,div2,pascohernandostatecollege,2015
Patrick & Henry,2014-15,div2,patrickhenrycommunitycollege,2015
Pearl River,2014-15,div2,pearlrivercommunitycollege,2015
Phoenix,2014-15,div2,phoenixcollege,2015
Pima,2014-15,div2,pimacommunitycollege,2015
Prairie State,2014-15,div2,prairiestatecollege,2015
Rappahannock Community College,2014-15,div2,rappahannockcommunitycollege,2015
Raritan Valley,2014-15,div2,raritanvalleycommunitycollege,2015
Redlands,2014-15,div2,redlandscommunitycollege,2015
Rockingham,2014-15,div2,rockinghamcommunitycollege,2015
Rockland,2014-15,div2,rocklandcommunitycollege,2015
Salem,2014-15,div2,salemcommunitycollege,2015
Sauk Valley,2014-15,div2,saukvalleycommunitycollege,2015
Scottsdale,2014-15,div2,scottsdalecommunitycollege,2015
Sinclair,2014-15,div2,sinclaircommunitycollege,2015
Southeast,2014-15,div2,southeastcommunitycollege,2015
Southeastern,2014-15,div2,southeasterncommunitycollege,2015
Southeastern-Whiteville,2014-15,div2,southeasterncommunitycollegewhitevill,2015
Southwestern,2014-15,div2,southwesterncommunitycollege,2015
Southwest Mississippi,2014-15,div2,southwestmississippicommunitycollege,2015
Spoon River,2014-15,div2,spoonrivercollege,2015
St. Clair County,2014-15,div2,stclaircountycommunitycollege,2015
Sullivan County,2014-15,div2,sullivancountycommunitycollege,2015
Surry,2014-15,div2,surrycommunitycollege,2015
Sussex County,2014-15,div2,sussexcountycommunitycollege,2015
Ulster County,2014-15,div2,ulstercountycommunitycollege,2015
UConn Avery Point,2014-15,div2,universityofconnecticutataverypoint,2015
Valley Forge Military,2014-15,div2,valleyforgemilitary,2015
Vincennes,2014-15,div2,vincennesuniversity,2015
Wake Tech,2014-15,div2,waketechnicalcommunitycollege,2015
Wentworth Military,2014-15,div2,wentworthmilitaryacademy,2015
Westchester,2014-15,div2,westchestercommunitycollege,2015
Western Oklahoma State,2014-15,div2,westernoklahomastatecollege,2015
Williston State,2014-15,div2,willistonstatecollege,2015
Anoka-Ramsey,2014-15,div3,anokaramseycommunitycollege,2015
Atlantic Cape,2014-15,div3,atlanticcapecommunitycollege,2015
Bergen,2014-15,div3,bergencommunitycollege,2015
Borough of Manhattan,2014-15,div3,boroughofmanhattancommunitycollege,2015
Bronx,2014-15,div3,bronxcommunitycollege,2015
Brookdale,2014-15,div3,brookdalecommunitycollege,2015
Dallas College - Brookhaven,2014-15,div3,brookhavencollege,2015
Bucks County,2014-15,div3,buckscountycommunitycollege,2015
Bunker Hill,2014-15,div3,bunkerhillcommunitycollege,2015
Butler County,2014-15,div3,butlercountycommunitycollegepa,2015
Camden County,2014-15,div3,camdencountycollege,2015
Allegheny County-Boyce,2014-15,div3,ccofalleghenycountyboyce,2015
Allegheny County-South,2014-15,div3,ccofalleghenycountysouth,2015
Dallas College - Cedar Valley,2014-15,div3,cedarvalleycollege,2015
Central Lakes,2014-15,div3,centrallakescollegebrainerd,2015
Century,2014-15,div3,centurycollege,2015
Clinton (NY),2014-15,div3,clintoncommunitycollege,2015
Coastal Bend,2014-15,div3,coastalbendcollege,2015
DuPage,2014-15,div3,collegeofdupage,2015
The Albemarle,2014-15,div3,collegeofthealbemarle,2015
Columbia-Greene,2014-15,div3,columbiagreenecommunitycollege,2015
Corning,2014-15,div3,corningcommunitycollege,2015
RCSJ Cumberland,2014-15,div3,cumberlandcountycollege,2015
Danville,2014-15,div3,danvillecommunitycollege,2015
Delaware County,2014-15,div3,delawarecountycommunitycollege,2015
Dallas College - Eastfield,2014-15,div3,eastfieldcollege,2015
Erie,2014-15,div3,eriecommunitycollege,2015
Finger Lakes,2014-15,div3,fingerlakescommunitycollege,2015
Fond du Lac Tribal & CC,2014-15,div3,fonddulactribalcommunitycollege,2015
Fulton-Montgomery,2014-15,div3,fultonmontgomerycommunitycollege,2015
Harper,2014-15,div3,harpercollege,2015
Herkimer,2014-15,div3,herkimercollege,2015
Minnesota North College - Hibbing,2014-15,div3,hibbingcommunitycollege,2015
Holyoke,2014-15,div3,holyokecommunitycollege,2015
Hudson Valley,2014-15,div3,hudsonvalleycommunitycollege,2015
Illinois Valley,2014-15,div3,illinoisvalleycommunitycollege,2015
Minnesota North College - Itasca,2014-15,div3,itascacommunitycollege,2015
Jamestown,2014-15,div3,jamestowncommunitycollege,2015
Jefferson (NY),2014-15,div3,jeffersoncommunitycollege,2015
Joliet,2014-15,div3,jolietjuniorcollege,2015
Kingsborough,2014-15,div3,kingsboroughcommunitycollege,2015
Lehigh Carbon,2014-15,div3,lehighcarboncommunitycollege,2015
Lorain County,2014-15,div3,loraincountycommunitycollege,2015
Luzerne County,2014-15,div3,luzernecountycommunitycollege,2015
Massasoit,2014-15,div3,massasoitcommunitycollege,2015
MassBay,2014-15,div3,massbaycommunitycollege,2015
Minnesota North College - Mesabi Range,2014-15,div3,mesabirangectc,2015
Middlesex College,2014-15,div3,middlesexcountycollege,2015
Milwaukee Area Tech,2014-15,div3,milwaukeeareatechnicalcollege,2015
Minnesota State,2014-15,div3,minnesotastatecommunityandtechnical,2015
Minnesota West,2014-15,div3,minnesotawestcommunitytechnicalcol,2015
Mohawk Valley,2014-15,div3,mohawkvalleycommunitycollege,2015
Montgomery,2014-15,div3,montgomerycollegemd,2015
Montgomery County,2014-15,div3,montgomerycountycommunitycollegepa,2015
Dallas College - Mountain View,2014-15,div3,mountainviewcollege,2015
Nassau,2014-15,div3,nassaucommunitycollege,2015
Niagara County,2014-15,div3,niagaracountycommunitycollege,2015
Northampton,2014-15,div3,northamptoncommunitycollege,2015
North Arkansas,2014-15,div3,northarkansascollege,2015
Northern Essex,2014-15,div3,northernessexcommunitycollege,2015
Dallas College - North Lake,2014-15,div3,northlakecollege,2015
Northland,2014-15,div3,northlandcommunitytechnicalcollege,2015
Ocean County,2014-15,div3,oceancountycollege,2015
Onondaga,2014-15,div3,onondagacommunitycollege,2015
Prince George's,2014-15,div3,princegeorgescommunitycollege,2015
Queensborough,2014-15,div3,queensboroughcommunitycollege,2015
Quinsigamond,2014-15,div3,quinsigamondcommunitycollege,2015
Minnesota North College - Rainy River,2014-15,div3,rainyrivercommunitycollege,2015
Dallas College - Richland,2014-15,div3,richlandcollege,2015
Ridgewater,2014-15,div3,ridgewatercollege,2015
Riverland,2014-15,div3,riverlandcommunitycollege,2015
Rochester,2014-15,div3,rochestercommunityandtechnicalcolleg,2015
Rockingham,2014-15,div3,rockinghamcommunitycollege,2015
Rock Valley,2014-15,div3,rockvalleycollege,2015
RCSJ Gloucester,2014-15,div3,rowancollegeatgloucestercounty,2015
Roxbury,2014-15,div3,roxburycommunitycollege,2015
Schenectady County,2014-15,div3,schenectadycountycommunitycollege,2015
St. Cloud Tech,2014-15,div3,stcloudtechnicalcommunitycollege,2015
Suffolk County,2014-15,div3,suffolkcc,2015
SUNY Adirondack,2014-15,div3,sunyadirondack,2015
SUNY Broome,2014-15,div3,sunybroomecommunitycollege,2015
Tompkins Cortland,2014-15,div3,tompkinscortlandcommunitycollege,2015
Tyler,2014-15,div3,tylerjuniorcollege,2015
Union,2014-15,div3,unioncountycollege,2015
Minnesota North College - Vermilion,2014-15,div3,vermilioncommunitycollege,2015
Waubonsee,2014-15,div3,waubonseecommunitycollege,2015
Western Tech,2014-15,div3,westerntechnicalcollege,2015
Westmoreland,2014-15,div3,westmorelandcountycommunitycollege,2015
Abraham Baldwin,2015-16,div1,abrahambaldwinagriculturalcollege,2016
Coastal Alabama - Monroeville,2015-16,div1,alabamasoutherncommunitycollege,2016
Allen County,2015-16,div1,allencountycommunitycollege,2016
Alvin,2015-16,div1,alvincommunitycollege,2016
Andrew,2015-16,div1,andrewcollege,2016
Angelina,2015-16,div1,angelinacollege,2016
Arizona Western,2015-16,div1,arizonawesterncollege,2016
Arkansas Baptist,2015-16,div1,arkansasbaptistcollege,2016
ASA New York,2015-16,div1,asabrooklynavengers,2016
Barton,2015-16,div1,bartoncommunitycollege,2016
Baton Rouge,2015-16,div1,batonrougecommunitycollege,2016
Bishop State,2015-16,div1,bishopstatecommunitycollege,2016
Blinn,2015-16,div1,blinncollege,2016
Bossier Parish,2015-16,div1,bossierparishcommunitycollege,2016
Broward,2015-16,div1,browardcollege,2016
Butler,2015-16,div1,butlercommunitycollegeks,2016
Calhoun,2015-16,div1,calhouncommunitycollege,2016
Central Alabama,2015-16,div1,centralalabamacommunitycollege,2016
Central Arizona,2015-16,div1,centralarizonacollege,2016
Chattahoochee Valley,2015-16,div1,chattahoocheevalleycommunitycollege,2016
Chattanooga State,2015-16,div1,chattanoogastatecommunitycollege,2016
Chesapeake,2015-16,div1,chesapeakecollege,2016
Chipola,2015-16,div1,chipolacollege,2016
Cisco,2015-16,div1,ciscocollege,2016
Clarendon,2015-16,div1,clarendoncollege,2016
Cleveland State,2015-16,div1,clevelandstatecommunitycollege,2016
Cloud County,2015-16,div1,cloudcountycommunitycollege,2016
Cochise,2015-16,div1,cochisecollege,2016
Coffeyville,2015-16,div1,coffeyvillecommunitycollege,2016
Colby,2015-16,div1,colbycommunitycollege,2016
Central Florida,2015-16,div1,collegeofcentralflorida,2016
Southern Idaho,2015-16,div1,collegeofsouthernidaho,2016
Southern Nevada,2015-16,div1,collegeofsouthernnevada,2016
Colorado Northwestern,2015-16,div1,coloradonorthwesterncommunitycollege,2016
Columbia State,2015-16,div1,columbiastatecommunitycollege,2016
Connors State,2015-16,div1,connorsstatecollege,2016
Cowley,2015-16,div1,cowleycountycommunitycollege,2016
Crowder,2015-16,div1,crowdercollege,2016
Darton State,2015-16,div1,dartonstatecollege,2016
Daytona State,2015-16,div1,daytonastatecollege,2016
Delgado,2015-16,div1,delgadocommunitycollege,2016
Dodge City,2015-16,div1,dodgecitycommunitycollege,2016
Dyersburg State,2015-16,div1,dyersburgstatecommunitycollege,2016
Eastern Arizona,2015-16,div1,easternarizonacollege,2016
Eastern Florida State,2015-16,div1,easternfloridastatecollege,2016
Eastern Oklahoma State,2015-16,div1,easternoklahomastatecollege,2016
East Georgia State,2015-16,div1,eastgeorgiacollege,2016
El Paso,2015-16,div1,elpasocommunitycollege,2016
Enterprise State,2015-16,div1,enterprisestatecommunitycollege,2016
Coastal Alabama - Bay Minette,2015-16,div1,faulknerstatecommunitycollege,2016
Florence-Darlington Tech,2015-16,div1,florencedarlingtontechnicalcollege,2016
Florida SouthWestern State,2015-16,div1,floridasouthwesternstatecollege,2016
Florida State Jacksonville,2015-16,div1,floridastatecollegeatjacksonville,2016
Fort Scott,2015-16,div1,fortscottcommunitycollege,2016
Frank Phillips,2015-16,div1,frankphillipscollege,2016
Galveston,2015-16,div1,galvestoncollege,2016
Garden City,2015-16,div1,gardencitycommunitycollege,2016
Georgia Highlands,2015-16,div1,georgiahighlandscollege,2016
Georgia Perimeter College,2015-16,div1,georgiaperimetercollege,2016
Globe Tech,2015-16,div1,globeinstituteoftechnology,2016
Gordon State,2015-16,div1,gordonstatecollege,2016
Grayson,2015-16,div1,graysoncollege,2016
Guilford Tech,2015-16,div1,guilfordtechnicalcommunitycollege,2016
Gulf Coast State,2015-16,div1,gulfcoaststatecollege,2016
Hagerstown,2015-16,div1,hagerstowncommunitycollege,2016
Harford,2015-16,div1,harfordcommunitycollege,2016
Highland (KS),2015-16,div1,highlandcommunitycollegekansas,2016
Hill,2015-16,div1,hillcollege,2016
Hillsborough,2015-16,div1,hillsboroughcommunitycollege,2016
Howard (TX),2015-16,div1,howardcollege,2016
Hutchinson,2015-16,div1,hutchinsoncommunitycollege,2016
Independence,2015-16,div1,independencecommunitycollege,2016
